term,tfidf_mean
갑니다,0.0025115810822690728
웃음과,0.002496609196496153
울었네요,0.0024922809254356065
완전,0.002455204725191303
왕사남,0.0024445046426600755
배우님의,0.002436478807011332
연기력에,0.002435875909999595
보면서,0.0024330009822525677
볼만한,0.002416462352247226
시간가는줄,0.0023707984539583556
얼마나,0.0023659474939808542
싶은,0.002362869693040303
매우,0.0023376163564670384
재미있어요,0.0023333839696527245
역사는,0.0023287040791113247
가족과,0.00231632424507458
아픈,0.0023124954189580917
처음,0.0023048436476696714
보면,0.0022913121628672243
울면서,0.002280747301998352
되는,0.0022566419817090467
끝까지,0.0022546387685157035
좋습니다,0.002251921151238257
박지훈님,0.0022188527932669394
않은,0.002217683894453191
정도로,0.0022097550007986935
두번째,0.0022029435088820304
올해,0.0021961249035592646
새로운,0.002191181501659529
사실을,0.0021875450347751883
눈이,0.0021771142467795867
한국영화,0.0021735765790665868
마음,0.0021567910808924138
재밌는,0.0021525775429677265
않고,0.002134662689348509
감동입니다,0.0021235386367486064
추천,0.002123024942795178
덕분에,0.0021131997218837347
왕과사는남자,0.0020466140138762317
감동도,0.002045501546802007
감독,0.002017504201439529
유해진님의,0.0020089632533852216
재미있었어요,0.0020058657841601564
가는,0.0020029560658642344
가장,0.0019895430557185178
잘하고,0.0019826971398532655
중간중간,0.001982460354894311
깊은,0.001981400227265105
엄흥도,0.001975051030369524
유해진배우님,0.0019742464876959616
울었습니다,0.001970102931081906
보러,0.001963150090003905
아쉬운,0.0019610330243416156
있게,0.001948341149498206
마음을,0.0019467210710319783
기대,0.0019290389585411947
주는,0.0019247685168408486
배우님들의,0.0019210146393292256
알게,0.0019068894346597396
몰랐던,0.0018970637822055528
유해진은,0.0018599929683390268
영화의,0.0018443764370469258
나도,0.001843069778587945
잘해요,0.0018211963810406762
웃음,0.0018202435243611372
연출은,0.0018191987797025987
최고였어요,0.0018189216510595724
유해진과,0.0018182588731238724
하네요,0.0018147339773264088
마지막엔,0.0018034681900807622
보게,0.0017970871120009753
있지만,0.0017899903880123904
아닌,0.0017858734006482848
모르게,0.0017833023323161213
슬픔이,0.0017769040940330758
어떻게,0.0017732508863516022
영화에,0.0017729040053048042
영화에요,0.0017717950851686435
했는데,0.0017693073131832516
연출도,0.001766595555435026
줄줄,0.0017572751994592813
미쳤어요,0.0017503683454365118
더욱,0.001741684572420726
없고,0.0017305154029404535
있어,0.0017278085135715919
울다,0.0017274133527517036
두번,0.0017253624383487256
휴지,0.0017240622439496632
영화였다,0.0017218715089553495
안타까운,0.0017152872553091027
번째,0.001714138129622959
전미도,0.0017080982597913591
해서,0.0017051662466836324
왕의,0.0017026107660184143
영화다운,0.001702289294508579
사람들이,0.0016980058255788575
있었습니다,0.0016926103840529795
영월,0.0016920187631490275
단종오빠,0.0016790064600093596
재미나게,0.0016786344924284405
했어요,0.0016719720238254354
n차,0.001656882297662447
우리,0.0016548201292764064
다시한번,0.0016475350686378349
했습니다,0.0016461276057866412
최고였습니다,0.0016419263867788587
봐서,0.0016415990096770628
이제,0.0016400199476592034
단종은,0.0016351090771247181
실제,0.0016239016567546202
제일,0.0016018343548923986
오래,0.0015980423303545064
만드는,0.001597365992258327
감동적입니다,0.0015824265052392277
유해진배우,0.001581866056752187
왕이,0.0015765933472513865
싶어요,0.0015714831599370127
기대를,0.0015687599513457523
있네요,0.0015652424220725816
남네요,0.0015630464000187835
저도,0.0015605379937738098
웃기고,0.0015523757460367384
이홍위,0.0015522447634144319
왔습니다,0.0015520070314749552
엄흥도의,0.001549532324022763
강추,0.0015478843575452619
차력쇼,0.0015448550606528718
슬펐습니다,0.001533054500484249
보는내내,0.0015288046807855101
재미있는,0.0015280480047908582
아직도,0.001519918085082924
안아,0.0015151389873445825
그런,0.0015093321362881743
